"audio,labels"
"insects/LEEC08__0__20161103_191500_LGP-12.wav,insectos"
"insects/LEEC08__0__20161103_191500_LGP-15.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-01.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-02.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-03.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-04.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-05.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-06.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-07.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-08.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-09.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-10.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-11.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-12.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-13.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-14.wav,insectos"
"insects/LEEC09__0__20161025_221500_LGP-15.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-01.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-02.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-04.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-05.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-06.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-07.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-09.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-10.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-11.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-12.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-13.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-14.wav,insectos"
"insects/LEEC09__0__20161119_003000_LGP-15.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-01.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-02.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-03.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-04.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-05.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-06.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-07.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-09.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-10.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-11.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-12.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-13.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-14.wav,insectos"
"insects/LEEC15__0__20161019_230000_LGP-15.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-01.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-02.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-03.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-04.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-05.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-06.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-08.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-09.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-10.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-11.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-12.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-13.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-14.wav,insectos"
"insects/LEEC15__0__20161021_003000_LGP-15.wav,insectos"
"insects/LEEC15__0__20161021_230000_LGP-03.wav,insectos"
"insects/LEEC15__0__20161021_230000_LGP-04.wav,insectos"
"insects/LEEC15__0__20161021_230000_LGP-06.wav,insectos"
"insects/LEEC15__0__20161021_230000_LGP-07.wav,insectos"
"insects/LEEC15__0__20161021_230000_LGP-08.wav,insectos"
"insects/LEEC15__0__20161021_230000_LGP-09.wav,insectos"
"insects/LEEC15__0__20161021_230000_LGP-10.wav,insectos"
"insects/LEEC15__0__20161021_230000_LGP-14.wav,insectos"
"insects/LEEC15__0__20161021_230000_LGP-15.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-01.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-02.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-05.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-06.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-07.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-08.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-11.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-13.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-15.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-16.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-18.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-19.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-20.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-21.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-22.wav,insectos"
"insects/LEEC15__0__20161024_050000_LGP-23.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-02.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-03.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-05.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-06.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-07.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-08.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-09.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-11.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-12.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-14.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-15.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-19.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-20.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-21.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-22.wav,insectos"
"insects/LEEC15__0__20161028_050000_LGP-25.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-01.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-02.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-03.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-04.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-05.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-06.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-07.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-08.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-09.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-10.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-11.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-12.wav,insectos"
"insects/LEEC15__0__20161029_234500_LGP-15.wav,insectos"
"insects/LEEC15__0__20161104_124500_LGP-05.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-01.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-02.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-03.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-04.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-05.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-07.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-08.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-09.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-10.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-11.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-12.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-13.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-14.wav,insectos"
"insects/LEEC15__0__20161117_234500_LGP-15.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-01.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-02.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-03.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-04.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-05.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-06.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-07.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-09.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-10.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-11.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-12.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-13.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-14.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-15.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-16.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-17.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-18.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-19.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-20.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-21.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-22.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-23.wav,insectos"
"insects/LEEC18__0__20161020_050000_LGP-24.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-01.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-02.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-03.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-04.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-05.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-06.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-07.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-08.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-09.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-10.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-11.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-12.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-13.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-14.wav,insectos"
"insects/LEEC18__0__20161031_011500_LGP-15.wav,insectos"
"insects/LEEC21__0__20161019_234500_LGP-01.wav,insectos"
"insects/LEEC21__0__20161019_234500_LGP-02.wav,insectos"
"insects/LEEC21__0__20161019_234500_LGP-03.wav,insectos"
"insects/LEEC21__0__20161019_234500_LGP-06.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-01.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-02.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-03.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-04.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-06.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-07.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-08.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-11.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-12.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-13.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-14.wav,insectos"
"insects/LEEC21__0__20161108_234500_LGP-15.wav,insectos"
"insects/LEEC21__0__20161116_133000_LGP-01.wav,insectos"
"insects/LEEC21__0__20161116_133000_LGP-02.wav,insectos"
"insects/LEEC21__0__20161116_133000_LGP-03.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-01.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-02.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-03.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-04.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-05.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-06.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-07.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-08.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-09.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-10.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-11.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-12.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-13.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-14.wav,insectos"
"insects/LEEC23__1__20161019_191500_LGP-15.wav,insectos"
"insects/LEEC23__1__20161021_054500_LGP-02.wav,insectos"
"insects/LEEC23__1__20161021_054500_LGP-03.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-01.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-02.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-03.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-04.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-05.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-06.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-07.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-08.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-09.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-10.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-11.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-12.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-13.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-14.wav,insectos"
"insects/LEEC23__1__20161106_191500_LGP-15.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-01.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-02.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-03.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-04.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-05.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-06.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-07.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-08.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-09.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-10.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-11.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-12.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-13.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-14.wav,insectos"
"insects/LEEC23__1__20161115_200000_LGP-15.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-02.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-03.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-05.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-06.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-07.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-08.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-10.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-11.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-12.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-13.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-14.wav,insectos"
"insects/LEEC24__0__20161019_183000_LGP-15.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-01.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-02.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-03.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-05.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-06.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-07.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-08.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-09.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-10.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-11.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-12.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-13.wav,insectos"
"insects/LEEC24__0__20161020_234500_LGP-15.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-01.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-02.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-03.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-04.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-05.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-06.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-08.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-09.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-10.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-11.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-12.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-13.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-14.wav,insectos"
"insects/LEEC24__0__20161027_204500_LGP-15.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-01.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-02.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-03.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-04.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-05.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-06.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-07.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-08.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-09.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-10.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-11.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-12.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-13.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-14.wav,insectos"
"insects/LEEC24__0__20161031_213000_LGP-15.wav,insectos"
"insects/LEEC24__0__20161104_183844_LGP-01.wav,insectos"
"insects/LEEC24__0__20161104_183844_LGP-02.wav,insectos"
"insects/LEEC24__0__20161104_183844_LGP-03.wav,insectos"
"insects/LEEC24__0__20161104_183844_LGP-04.wav,insectos"
"insects/LEEC24__0__20161104_183844_LGP-05.wav,insectos"
"insects/LEEC24__0__20161104_183844_LGP-06.wav,insectos"
"insects/LEEC33__0__20161023_124500_LGP-01.wav,insectos"
"insects/LEEC33__0__20161023_124500_LGP-02.wav,insectos"
"insects/LEEC33__0__20161023_124500_LGP-03.wav,insectos"
"insects/LEEC33__0__20161023_124500_LGP-04.wav,insectos"
"insects/LEEC33__0__20161023_124500_LGP-05.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-01.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-02.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-03.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-04.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-05.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-06.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-07.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-08.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-09.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-10.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-11.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-12.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-13.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-14.wav,insectos"
"insects/LEEC33__0__20161107_200000_LGP-15.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-01.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-02.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-03.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-04.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-05.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-06.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-07.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-08.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-09.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-10.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-11.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-12.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-13.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-14.wav,insectos"
"insects/LEEC36__0__20161107_020000_LGP-15.wav,insectos"
"insects/LEEC37__0__20161021_213000_LGP-04.wav,insectos"
"insects/LEEC37__0__20161021_213000_LGP-07.wav,insectos"
"insects/LEEC37__0__20161021_213000_LGP-08.wav,insectos"
"insects/LEEC37__0__20161021_213000_LGP-09.wav,insectos"
"insects/LEEC37__0__20161021_213000_LGP-11.wav,insectos"
"insects/LEEC37__0__20161026_183000_LGP-01.wav,insectos"
"insects/LEEC37__0__20161026_183000_LGP-02.wav,insectos"
"insects/LEEC37__0__20161026_183000_LGP-03.wav,insectos"
"insects/LEEC37__0__20161026_183000_LGP-04.wav,insectos"
"insects/LEEC37__0__20161026_183000_LGP-05.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-01.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-02.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-03.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-04.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-05.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-06.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-07.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-08.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-09.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-10.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-11.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-12.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-13.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-14.wav,insectos"
"insects/LEEC37__0__20161102_234500_LGP-15.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-01.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-02.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-03.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-04.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-05.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-06.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-07.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-08.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-09.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-10.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-11.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-12.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-13.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-14.wav,insectos"
"insects/LEEC37__0__20161118_020000_LGP-15.wav,insectos"
"insects/LEEC40__0__20161022_191500_LGP-03.wav,insectos"
"insects/LEEC40__0__20161022_191500_LGP-12.wav,insectos"
"insects/LEEC40__0__20161022_191500_LGP-14.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-01.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-02.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-04.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-05.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-06.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-07.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-08.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-10.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-11.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-12.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-13.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-14.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-15.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-16.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-17.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-19.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-20.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-21.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-22.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-23.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-24.wav,insectos"
"insects/LEEC41__0__20161020_080000_LGP-25.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-01.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-02.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-03.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-04.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-05.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-06.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-07.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-08.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-09.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-10.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-11.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-12.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-13.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-14.wav,insectos"
"insects/LEEC41__0__20161025_191500_LGP-15.wav,insectos"
"insects/LEEC43__0__20161024_183000_LGP-11.wav,insectos"
"insects/LEEC43__0__20161024_183000_LGP-12.wav,insectos"
"insects/LEEC43__0__20161024_183000_LGP-13.wav,insectos"
"insects/LEEC43__0__20161024_183000_LGP-14.wav,insectos"
"insects/LEEC43__0__20161024_183000_LGP-15.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-01.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-02.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-03.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-04.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-05.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-06.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-07.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-08.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-09.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-10.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-11.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-12.wav,insectos"
"insects/LEEC43__0__20161028_230000_LGP-13.wav,insectos"
